Customer_Name,Account,Inventory_Barcode,Barcode,Location,Bin_Location,Item,Manufacturer,Product_Description,Pkg,On_Hand,On_Hand2,On_Order,Min,Max,Price,Total,Customer_Account,Web_Image,VendorCost,Check,QTY,Updated_Time,Customer_Inventory_ID,UserID
RFP Alma,58005,AL4033,606391 CBL-100U,VMI3 Electric Fabrication,EF-D2-3-A3,606391 CBL,GENERIC VENDOR,M5-0.8X40 SS A2 UNC MS PAN PHIL,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4034,606391 CBL-100U-EXT1,VMI3 Electric Fabrication,EF-D2-3-B6,606391 CBL,GENERIC VENDOR,M5-0.8X40 SS A2 UNC MS PAN PHIL,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4035,606559 CBL-100U,VMI3 Electric Fabrication,EF-D2-3-D4,606559 CBL,GENERIC VENDOR,M6-1.0X10 MS R-CHEESE PHIL A2 SS UNC,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4859,252053 CBL-25U,VMI8 Power Transmission Mechanical,PT-B1-H5,252053 CBL,GENERIC VENDOR,M16-2.0X50 HHCS FT CL8.8 ZC D933 UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4925,251096 CBL-25U,VMI8 Power Transmission Mechanical,PT-B2-H4,251096 CBL,GENERIC VENDOR,M12-1.75X60 HHCS FT A4 SS D933 UNC,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS3444,242753 CBL-25U,VMI1 - TAH,TAH-B1,242753 CBL,GENERIC VENDOR,1/4-20X4-1/2 HHCS G5 PLN UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS3445,246253 CBL-25U,VMI1 - TAH,TAH-B1,246253 CBL,GENERIC VENDOR,5/16-18X4-1/2 HHCS G5 PLN UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS3447,248071 CBL-25U,VMI1 - TAH,TAH-B1,248071 CBL,GENERIC VENDOR,7/16-14X5 HHCS G5 PLN UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS1233,328120 CBL-25U,VMI6 - Main Store,MS-3F-1C,328120 CBL,GENERIC VENDOR,1/2-13X2 SSS CP SQ HD PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS1867,246253 CBL-25U,VMI5 - SAB,SAB-B2-B5,246253 CBL,GENERIC VENDOR,5/16-18X4-1/2 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS1889,241824 CBL-25U,VMI5 - SAB,SAB-B2-E3,241824 CBL,GENERIC VENDOR,1/2-13X4 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS2049,248036 CBL-25U,VMI4 - SAH,SAH-B2-D2,248036 CBL,GENERIC VENDOR,7/16-14X4 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS2056,241824 CBL-25U,VMI4 - SAH,SAH-B2-E2,241824 CBL,GENERIC VENDOR,1/2-13X4 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS2271,248051 CBL-25U,VMI1 - TAH,TAH-B1-D13,248051 CBL,GENERIC VENDOR,7/16-14X5-1/2 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS2281,241824 CBL-25U,VMI1 - TAH,TAH-B1-E10,241824 CBL,GENERIC VENDOR,1/2-13X4 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS2447,400615 CBL-25U,VMI9 - The Planner,PL-B1-I1,400615 CBL,GENERIC VENDOR,7/8-9 FIN HEX NUT G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS3399,247995 CBL-25U,VMI10 - Bouilloire,BL-B1-D7,247995 CBL,GENERIC VENDOR,7/16-14X3 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Baie-Comeau Sawmill SDO,41885,BCS3487,405164 CBL-25U,VMI6 - Main Store,MS-7I-D5,405164 CBL,GENERIC VENDOR,1-1/2-12 HEX JAM NUT G2 PLN UNF,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0755,400597 CBL-25U,VMI1 B Main Stores,MS-WA,400597 CBL,GENERIC VENDOR,1-1/2-6 FIN HEX NUT G5 PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0697,241642 CBL-25U,VMI1 B Main Stores,12/14/2004,241642 CBL,GENERIC VENDOR,1/2-13X2-1/4 HHCS G8 PLN;UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0699,246334 CBL-25U,VMI1 B Main Stores,,246334 CBL,GENERIC VENDOR,5/16-18X5 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0704,243994 CBL-25U,VMI1 B Main Stores,,243994 CBL,GENERIC VENDOR,3/4-10X1-1/4 HHCS G5 PLN UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0743,250494 CBL-25U,VMI1 B Main Stores,,250494 CBL,GENERIC VENDOR,M10-1.5X50 HHCS PT CL8.8;PLN D931 UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0745,250573 CBL-25U,VMI1 B Main Stores,,250573 CBL,GENERIC VENDOR,M10-1.5X70 HHCS PT CL8.8 PLN D931 UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0753,252051 CBL-25U,VMI1 B Main Stores,,252051 CBL,GENERIC VENDOR,M16-2.0X50 HHCS FT CL8.8 PLN D933 UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Comtois,41817,CO0754,252081 CBL-25U,VMI1 B Main Stores,,252081 CBL,GENERIC VENDOR,M16-2.0X60 HHCS PT CL8.8 PLN D931 UNC STL,25 25U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1890,290074 CBL-25U,VMI2 Thermal Power,TP-2E-D2,290074 CBL,GENERIC VENDOR,1/2-13X2-1/2 CB FT G5 PLN UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1891,290110 CBL-25U,VMI2 Thermal Power,TP-2E-D3,290110 CBL,GENERIC VENDOR,1/2-13X3 CB FT G5 PLN UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1892,290115 CBL-25U,VMI2 Thermal Power,TP-2E-D4,290115 CBL,GENERIC VENDOR,1/2-13X4-1/2 CB FT G5 PLN UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1912,244040 CBL-25U,VMI2 Thermal Power,TP-2I-A5,244040 CBL,GENERIC VENDOR,3/4-10X1 HHCS A4 SS UNC,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1914,244020 CBL-25U,VMI2 Thermal Power,TP-2I-B2,244020 CBL,GENERIC VENDOR,3/4-10X1-3/4 HHCS PT A4 SS 316 UNC,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1915,244211 CBL-25U,VMI2 Thermal Power,TP-2I-B3,244211 CBL,GENERIC VENDOR,3/4-10X2 HHCS FT A4 SS 316 UNC,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1922,249046 CBL-25U,VMI2 Thermal Power,TP-2I-F3,249046 CBL,GENERIC VENDOR,1/2-13X3 TAP BOLT G2 ZC UNC STL,25 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Dolbeau,39002,DB1146,328126 CBL-25U,VMI1 Main Stores,MS-6C8-6C,328126 CBL,GENERIC VENDOR,1/2-13X2-1/2 SSS CP SQ HD PLN UNC STL,25 25U,0,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0054,246805 CBL-20U,VMI1 Main Stores,MS-MU,246805 CBL,GENERIC VENDOR,5/8-11X1-1/4 HHCS PT A4 SS 316 UNC,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0073,244384 CBL-EA,VMI1 Main Stores,MS-MU,244384 CBL,GENERIC VENDOR,3/4-10X5 HHCS A4 SS UNC,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0074,248829 CBL-20U,VMI1 Main Stores,MS-MU,248829 CBL,GENERIC VENDOR,7/8-9X1 1/2 HHCS INCH STAINLESS ST A4 COARSE,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0075,248843 CBL-20U,VMI1 Main Stores,MS-MU,248843 CBL,GENERIC VENDOR,7/8-9X1 3/4 HHCS INCH STAINLESS ST A4 COARSE,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0076,248981 CBL-20U,VMI1 Main Stores,MS-MU,248981 CBL,GENERIC VENDOR,7/8-9X2 HHCS A4 SS FT UNC,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0082,243700 CBL-EA,VMI1 Main Stores,MS-MU,243700 CBL,GENERIC VENDOR,1-8X2 HHCS A4 SS UNC,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0181,249388 CBL-20U,VMI1 Main Stores,MS-MU,249388 CBL,GENERIC VENDOR,9/16-12X3 ;HHCS; G2 ZC UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0210,244354 CBL-20U,VMI1 Main Stores,MS-MU,244354 CBL,GENERIC VENDOR,3/4-10X5-1/2 HHCS G8 ZY UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0214,248977 CBL-20U,VMI1 Main Stores,MS-MU,248977 CBL,GENERIC VENDOR,7/8-9X2 HHCS G8 ZY UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0220,249738 CBL-20U,VMI1 Main Stores,MS-MU,249738 CBL,GENERIC VENDOR,7/8-9X5 HHCS PT G8 PLN UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0222,249723 CBL-20U,VMI1 Main Stores,MS-MU,249723 CBL,GENERIC VENDOR,7/8-9X6 HHCS G8 YZ UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0225,243558 CBL-20U,VMI1 Main Stores,MS-MU,243558 CBL,GENERIC VENDOR,1-8X1-3/4 HHCS G8 ZY UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0226,243696 CBL-20U,VMI1 Main Stores,MS-MU,243696 CBL,GENERIC VENDOR,1-8X2 HHCS G8 ZY UNC STL ST GR8 COARSE ZY,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0211,244417 CBL-20U-EXT1,VMI1 Main Stores,MS-MU,244417 CBL,GENERIC VENDOR,3/4-10X6 HHCS G8 ZY UNC STL,20 20U,20,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0223,249732 CBL-20U,VMI1 Main Stores,MS-MU,249732 CBL,GENERIC VENDOR,7/8-9X7 HHCS G8 YZ UNC,20 20U,20,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0224,249737 CBL-20U,VMI1 Main Stores,MS-MU,249737 CBL,GENERIC VENDOR,7/8-9X8 HHCS G8 YZ UNC,20 20U,20,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Fibrek,136369,FI0284,244417 CBL-20U,VMI1 Main Stores,MS-MU,244417 CBL,GENERIC VENDOR,3/4-10X6 HHCS G8 ZY UNC STL,20 20U,20,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2636,507572 CBL-20U-EXT1,VMI3 TMP3,,507572 CBL,GENERIC VENDOR,5/8-11X1-1/4 SHCS FT PLN UNC STL,20 20U,1,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2637,507571 CBL-20U-EXT1,VMI3 TMP3,,507571 CBL,GENERIC VENDOR,5/8-11X1-1/2 SHCS FT PLN UNC STL,20 20U,1,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5590,249388 CBL-20U,VMI5 Mechanical Repair,MS-B6-5,249388 CBL,GENERIC VENDOR,9/16-12X3 ;HHCS; G2 ZC UNC STL,20 20U,20,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1394,500871 CBL-50U,VMI3 TMP3,,500871 CBL,GENERIC VENDOR,3/8-16X1 FHSCS A4 SS FT 316 UNC,50 50U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5599,402048 CBL-50U,VMI3 TMP3,TMP-3-8B,402048 CBL,GENERIC VENDOR,5/8-11 HEAVY HEX NUT A194-2H PLN UNC STL,50 50U,0,0,0,0,50,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5592,702245 CBL-50U,VMI1-MAIN STORES,CB-1K-B,702245 CBL,GENERIC VENDOR,3/4 LOCK WASHER A4 SS MEDIUM SPLIT,50 50U,50,0,0,0,50,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1373,508696 CBL-25U,VMI1-MAIN STORES,CB-2K-B1,508696 CBL,GENERIC VENDOR,3/8-16X5 SHCS A2 SS UNC;SHCS,25 25U,0,0,0,0,25,,,"39000,RFP Gatineau",,,,,,,
RFP Gatineau,39000,GA2272,400149 CBL-50U,VMI3 TMP3,TMP-10-1G,400149 CBL,GENERIC VENDOR,M16-2.0 FIN HEX NUT CL10 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2274,400151 CBL-50U,VMI3 TMP3,TMP-10-2A,400151 CBL,GENERIC VENDOR,M20-2.5 FIN HEX NUT CL10 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2310,254399 CBL-50U,VMI3 TMP3,TMP-10-6E,254399 CBL,GENERIC VENDOR,M6-1.0X40 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2311,254798 CBL-50U,VMI3 TMP3,TMP-10-6F,254798 CBL,GENERIC VENDOR,M8-1.25X20 HHCS FT CL8.8;ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2312,254824 CBL-50U,VMI3 TMP3,TMP-10-6G,254824 CBL,GENERIC VENDOR,M8-1.25X25 HHCS FT CL8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2313,254845 CBL-50U,VMI3 TMP3,TMP-10-6H,254845 CBL,GENERIC VENDOR,M8-1.25X30 HHCS FT CL8.8;ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2315,254880 CBL-50U,VMI3 TMP3,TMP-10-7B,254880 CBL,GENERIC VENDOR,M8-1.25X40 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2316,254925 CBL-50U,VMI3 TMP3,TMP-10-7C,254925 CBL,GENERIC VENDOR,M8-1.25X50 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2317,254963 CBL-50U,VMI3 TMP3,TMP-10-7D,254963 CBL,GENERIC VENDOR,M8-1.25X60 HHCS PT CL8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2320,250278 CBL-50U,VMI3 TMP3,TMP-10-7G,250278 CBL,GENERIC VENDOR,M10-1.5X20 HHCS FT CL8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2321,250333 CBL-50U,VMI3 TMP3,TMP-10-7H,250333 CBL,GENERIC VENDOR,M10-1.5X25 HHCS FT CL8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2322,250376 CBL-50U,VMI3 TMP3,TMP-10-8A,250376 CBL,GENERIC VENDOR,M10-1.5X30 HHCS FT GR8.8;ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2323,250417 CBL-50U,VMI3 TMP3,TMP-10-8B,250417 CBL,GENERIC VENDOR,M10-1.5X35 HHCS FT GR8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2324,250449 CBL-50U,VMI3 TMP3,TMP-10-8C,250449 CBL,GENERIC VENDOR,M10-1.5X40 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2328,250951 CBL-50U,VMI3 TMP3,TMP-10-8G,250951 CBL,GENERIC VENDOR,M12-1.75X25 HHCS FT CL8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2329,250974 CBL-50U,VMI3 TMP3,TMP-10-8H,250974 CBL,GENERIC VENDOR,M12-1.75X30 HHCS FT CL8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2330,251009 CBL-50U,VMI3 TMP3,TMP-10-9A,251009 CBL,GENERIC VENDOR,M12-1.75X40 HHCS FT CL8.8 ZC D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2342,400616 CBL-50U,VMI3 TMP3,TMP-1-1F,400616 CBL,GENERIC VENDOR,9/16-12 FIN HEX NUT G5 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2374,702119 CBL-50U,VMI3 TMP3,TMP-1-7E,702119 CBL,GENERIC VENDOR,1/2 LOCK WASHER PLN STL;MEDIUM SPLIT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2389,242595 CBL-50U,VMI3 TMP3,TMP-2-2A,242595 CBL,GENERIC VENDOR,1/4-20X2-1/2 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2390,242739 CBL-50U,VMI3 TMP3,TMP-2-2B,242739 CBL,GENERIC VENDOR,1/4-20X3 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2397,246238 CBL-50U,VMI3 TMP3,TMP-2-3D,246238 CBL,GENERIC VENDOR,5/16-18X3 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2408,245299 CBL-50U,VMI3 TMP3,TMP-2-5C,245299 CBL,GENERIC VENDOR,3/8-16X4 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2414,247878 CBL-50U,VMI3 TMP3,TMP-2-6C,247878 CBL,GENERIC VENDOR,7/16-14X2-1/2 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2416,247941 CBL-50U,VMI3 TMP3,TMP-2-6E,247941 CBL,GENERIC VENDOR,7/16-14X3-1/2 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2492,242748 CBL-50U,VMI3 TMP3,TMP-4-4A,242748 CBL,GENERIC VENDOR,1/4-20X3 HHCS PT A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2493,245230 CBL-50U,VMI3 TMP3,TMP-4-4B,245230 CBL,GENERIC VENDOR,3/8-16X3/4 HHCS PT A4 SS;316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2494,245005 CBL-50U,VMI3 TMP3,TMP-4-4C,245005 CBL,GENERIC VENDOR,3/8-16X1 HHCS PT A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2541,254803 CBL-50U,VMI3 TMP3,TMP-5-3F,254803 CBL,GENERIC VENDOR,M8-1.25X20 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2542,254830 CBL-50U,VMI3 TMP3,TMP-5-4A,254830 CBL,GENERIC VENDOR,M8-1.25X25 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2545,254895 CBL-50U,VMI3 TMP3,TMP-5-4D,254895 CBL,GENERIC VENDOR,M8-1.25X40 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2546,250283 CBL-50U,VMI3 TMP3,TMP-5-5A,250283 CBL,GENERIC VENDOR,M10-1.5X20 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2547,250339 CBL-50U,VMI3 TMP3,TMP-5-5B,250339 CBL,GENERIC VENDOR,M10-1.5X25 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2548,250381 CBL-50U,VMI3 TMP3,TMP-5-5C,250381 CBL,GENERIC VENDOR,M10-1.5X30 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2549,250424 CBL-50U,VMI3 TMP3,TMP-5-5D,250424 CBL,GENERIC VENDOR,M10-1.5X35 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2550,250463 CBL-50U,VMI3 TMP3,TMP-5-5E,250463 CBL,GENERIC VENDOR,M10-1.5X40 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2554,250957 CBL-50U,VMI3 TMP3,TMP-5-6C,250957 CBL,GENERIC VENDOR,M12-1.75X25 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2556,251015 CBL-50U,VMI3 TMP3,TMP-5-6E,251015 CBL,GENERIC VENDOR,M12-1.75X40 HHCS FT A4 SS 316 D933 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2573,507384 CBL-50U,VMI3 TMP3,TMP-6-1E,507384 CBL,GENERIC VENDOR,1/4-20X1-1/2 SHCS PT PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2574,507387 CBL-50U,VMI3 TMP3,TMP-6-1F,507387 CBL,GENERIC VENDOR,1/4-20X1-3/4 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2576,507395 CBL-50U,VMI3 TMP3,TMP-6-1H,507395 CBL,GENERIC VENDOR,1/4-20X2-1/2 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2583,507543 CBL-50U,VMI3 TMP3,TMP-6-2G,507543 CBL,GENERIC VENDOR,5/16-18X2 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2584,507544 CBL-50U,VMI3 TMP3,TMP-6-2H,507544 CBL,GENERIC VENDOR,5/16-18X2-1/2 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2590,507500 CBL-50U,VMI3 TMP3,TMP-6-3F,507500 CBL,GENERIC VENDOR,3/8-16X1-3/4 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2592,507510 CBL-50U,VMI3 TMP3,TMP-6-3H,507510 CBL,GENERIC VENDOR,3/8-16X2-1/4 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2657,702356 CBL-50U,VMI3 TMP3,TMP-7-6A,702356 CBL,GENERIC VENDOR,M24 LOCK WASHER PLN STL SPLIT DIN127B,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2689,508640 CBL-50U,VMI3 TMP3,TMP-9-2E,508640 CBL,GENERIC VENDOR,1/4-20X2 SHCS A2 SS;18-8 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2690,508700 CBL-50U,VMI3 TMP3,TMP-9-2F,508700 CBL,GENERIC VENDOR,5/16-18X1 SHCS A2 SS 18-8 UNC FT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
